baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000054162.15	89.6583580121881	2.09543859711463	0.26685024091614	7.85248905873441	4.07860478455875e-15	6.12903353439537e-14
ENSMUSG00000027775.9	2078.46020288486	-0.730005863015988	0.0930069003829233	-7.8489430355215	4.19558120003104e-15	6.29990697325533e-14
ENSMUSG00000028082.14	1359.42071257927	0.931216064226426	0.118671547861833	7.84700360789617	4.26094998171379e-15	6.39308292976202e-14
ENSMUSG00000025726.11	78.7464949938967	9.43238472746968	1.20236674354979	7.84484831942547	4.33477105417859e-15	6.49878584172342e-14
ENSMUSG00000028399.18	437.097005989165	-1.25115170489561	0.159537896940051	-7.84234798685947	4.42198886501653e-15	6.61929782094702e-14
ENSMUSG00000073481.9	1024.98187316678	1.01016368385425	0.128808846707266	7.84234708777397	4.42202053598535e-15	6.61929782094702e-14
ENSMUSG00000037266.18	3388.61013348963	-0.735214796576989	0.0937551966027691	-7.84185648601449	4.43933570380925e-15	6.64006147164022e-14
ENSMUSG00000007872.3	1689.52639980052	-0.94976484907649	0.121129690045722	-7.84089225951116	4.47356159152762e-15	6.68606724687229e-14
ENSMUSG00000097183.2	213.844774337963	-1.31323040563579	0.167509851327835	-7.83972044166919	4.51550590717327e-15	6.74352857399695e-14
ENSMUSG00000026414.13	54.8663932734291	2.92615561077198	0.37338764545989	7.8367767288281	4.62258931868512e-15	6.89810542292949e-14
ENSMUSG00000000915.15	267.166893432822	1.26299592548465	0.161227306715916	7.83363532649005	4.73962190721579e-15	7.06727845097606e-14
ENSMUSG00000056091.12	463.064795031028	-0.990968099997968	0.126516279788888	-7.83273189546474	4.77381586104326e-15	7.11276428136893e-14
ENSMUSG00000010803.13	65.8859844790288	2.59000549692746	0.330766211146161	7.83032066048299	4.86627222511872e-15	7.24492111971343e-14
ENSMUSG00000113184.1	36.5658533711539	4.2063666324106	0.537294734391943	7.82878811788644	4.92594990987397e-15	7.32811066839276e-14
ENSMUSG00000027254.13	2403.22907070368	-0.853374876218031	0.109014947674916	-7.82805380747237	4.95479891707466e-15	7.36534488212794e-14
ENSMUSG00000022620.14	810.306516627559	-0.956925928990669	0.122299950673564	-7.82441794718989	5.10011045485175e-15	7.57551075266116e-14
ENSMUSG00000027293.13	823.560003887292	0.824106842114379	0.105436379644604	7.81615268745198	5.44623068597013e-15	8.08339704584326e-14
ENSMUSG00000046876.16	550.42161861258	-0.94915095522802	0.121444746457417	-7.81549620642361	5.47469265410763e-15	8.11939033624577e-14
ENSMUSG00000052997.15	1952.12913357867	0.743399979526114	0.0951262154362419	7.81488022115603	5.50153203785452e-15	8.15292372712031e-14
ENSMUSG00000038437.11	796.502071298571	0.965431367127938	0.123609674260941	7.81032207147399	5.70420333672193e-15	8.44677729124414e-14
ENSMUSG00000020437.12	47.2321612222096	6.05856848014981	0.775751138416986	7.80993823935991	5.72160157344584e-15	8.46603824528286e-14
ENSMUSG00000019872.13	748.291590579933	0.901952667434322	0.115530460388233	7.80705507797133	5.85396920997328e-15	8.6552550895924e-14
ENSMUSG00000029247.17	3786.07871088785	0.851786847511266	0.10914411172279	7.80424004617563	5.98611574945724e-15	8.84385529881499e-14
ENSMUSG00000074968.11	564.788288871782	-1.01373639125174	0.129939110280241	-7.80162638535391	6.11143576062289e-15	9.02208893298692e-14
ENSMUSG00000044350.14	305.511682021815	-1.12880293656801	0.144690557354958	-7.80149691315933	6.1177103865243e-15	9.02444194737479e-14
ENSMUSG00000051065.9	326.536862720792	1.16804886963981	0.149833844488736	7.79562770764799	6.40890829110571e-15	9.44677001930567e-14
ENSMUSG00000036160.13	473.613304576722	0.988705699967675	0.126868585673106	7.79314827797647	6.53598447999066e-15	9.62672122033766e-14
ENSMUSG00000031826.20	836.840205839901	0.914357495853436	0.117338648704639	7.79246655682072	6.57135674041888e-15	9.6714319049829e-14
ENSMUSG00000046280.9	53.9931690544517	6.65130571587138	0.853877051262694	7.78953563166451	6.72559144707609e-15	9.89087742941472e-14
ENSMUSG00000042225.3	1184.68405946056	1.03954939817693	0.133473043852438	7.78845951341465	6.78310994977846e-15	9.96786279205249e-14
ENSMUSG00000021301.9	55.598208603104	3.04780349670714	0.39154224647493	7.78409871258245	7.02119234016305e-15	1.03020234641053e-13
ENSMUSG00000042613.9	2344.70530071499	-0.886647373316441	0.113903713191135	-7.78418322349693	7.01650115539006e-15	1.03020234641053e-13
ENSMUSG00000019942.13	845.698383684874	0.856552092955727	0.110052234297067	7.78314132763188	7.07455265425906e-15	1.03724239676133e-13
ENSMUSG00000027510.17	171.110216186689	1.83391839267837	0.235761006050783	7.77871804756106	7.32631402547972e-15	1.07333840738031e-13
ENSMUSG00000032400.18	350.474930783144	1.17148648584668	0.15068205108132	7.77455893014394	7.57107392037373e-15	1.10835463314203e-13
ENSMUSG00000021313.16	37.2217998849248	4.89749667293155	0.629997380382179	7.7738365673212	7.61439690316625e-15	1.11385107961339e-13
ENSMUSG00000066838.7	129.447914858878	1.60446396870837	0.206660645052469	7.76376154396019	8.2446844290116e-15	1.20513658674256e-13
ENSMUSG00000042082.7	840.124891414438	-0.886842414197121	0.114271575413908	-7.76083125645946	8.43745179039878e-15	1.23237932211279e-13
ENSMUSG00000041498.13	237.741265556092	1.36704001429162	0.176205928488003	7.7581953457638	8.61463912949832e-15	1.25730690701535e-13
ENSMUSG00000013622.15	537.862013628889	-0.897272617199222	0.115663688099348	-7.7575999169983	8.65516840514263e-15	1.26226661763351e-13
ENSMUSG00000035305.5	181.052068782709	-1.37088801364156	0.176791742330746	-7.75425365216925	8.88645491508594e-15	1.29501776842673e-13
ENSMUSG00000078502.10	89.0848402679038	2.40928477616104	0.310800182233541	7.75187697396734	9.05440920846953e-15	1.318497050901e-13
ENSMUSG00000039678.12	1035.95469519282	0.807088846978706	0.104118666751047	7.75162487345809	9.07240677547417e-15	1.32012077457466e-13
ENSMUSG00000030934.9	2664.24917479937	-0.71664064964394	0.0925416992546633	-7.74397547717201	9.63556008631956e-15	1.40100752989624e-13
ENSMUSG00000064125.14	42.2098149530604	3.29305592074658	0.425364268681324	7.74173141283214	9.80719958436649e-15	1.42488928399839e-13
ENSMUSG00000032366.15	14178.1647769816	-0.706806173776706	0.0913039230870683	-7.74124648622917	9.84468313954535e-15	1.42925821483761e-13
ENSMUSG00000058571.11	854.417610617303	-0.93099562944499	0.120267564558688	-7.74103668650149	9.86094376776497e-15	1.43054172943949e-13
ENSMUSG00000025082.8	71.3660095621043	9.28818390142734	1.19991335117031	7.74071218756614	9.88614628178079e-15	1.43311955122356e-13
ENSMUSG00000050917.5	71.6601018526563	9.29263489699875	1.20064780577779	7.73968423735961	9.96640217383357e-15	1.4436681736402e-13
ENSMUSG00000037572.17	316.331482303093	1.2608994726822	0.163042989945247	7.73353992775546	1.04596544446948e-14	1.51398001271559e-13
ENSMUSG00000056596.8	170.530140651851	-1.40406515690055	0.181559903484414	-7.73334381630737	1.04757871947985e-14	1.51517762277355e-13
ENSMUSG00000004864.13	616.518653754753	1.21180748519104	0.156794143130307	7.72865274810644	1.08690712060322e-14	1.57088225526462e-13
ENSMUSG00000001707.8	531.744622611088	0.979079546665735	0.126689074765957	7.72820820165015	1.09070856429868e-14	1.57519558948903e-13
ENSMUSG00000053626.5	232.988376150643	-1.36209553247417	0.176262401977791	-7.72765783962137	1.0954329962015e-14	1.58083444362012e-13
ENSMUSG00000022900.14	106.506745129737	8.90463808530199	1.15426822802306	7.71453105016428	1.21427871547619e-14	1.7510316854436e-13
ENSMUSG00000020471.11	321.687515872926	1.183459739285	0.153439741942776	7.71286320154503	1.23025938119708e-14	1.77275043867562e-13
ENSMUSG00000022286.16	106.718518877963	8.90731250548799	1.15489309138576	7.7126727763174	1.23209707119082e-14	1.77407255657647e-13
ENSMUSG00000033880.11	839.722582165185	-1.18412865297718	0.153570070456388	-7.7106733718238	1.25155604361373e-14	1.80074630752782e-13
ENSMUSG00000034591.5	382.421384294591	-1.0679851975132	0.138513790053885	-7.71031676411227	1.25505832371457e-14	1.80443881291699e-13
ENSMUSG00000029313.18	1738.69663223703	-0.785851986831513	0.101992072034468	-7.70503011808541	1.30812435716765e-14	1.87933216141522e-13
ENSMUSG00000021388.14	2367.03774122941	-1.04276227994509	0.135357206743238	-7.70378101790417	1.32098143677907e-14	1.89639032770666e-13
ENSMUSG00000038375.15	1593.39486837174	-0.766190202494967	0.0994666203194135	-7.70298819880004	1.32920640198154e-14	1.906778231414e-13
ENSMUSG00000035357.17	789.676838477495	-0.938329925245355	0.121869612795594	-7.69945767218583	1.36644924987484e-14	1.95874658272021e-13
ENSMUSG00000028678.13	330.747039095903	1.22152153776343	0.158797308924334	7.69233147613021	1.44477716714341e-14	2.06948765100482e-13
ENSMUSG00000046761.13	354.526778296067	1.32159065020863	0.171844524773713	7.69061831879088	1.46425646157721e-14	2.09583255970369e-13
ENSMUSG00000046668.9	519.840236590171	-0.927658619349895	0.120703296546347	-7.68544560001884	1.52465382485741e-14	2.18066214712544e-13
ENSMUSG00000030722.7	132.863935558214	1.70225469721553	0.221542031818038	7.68366473506784	1.54600939778978e-14	2.20956717489896e-13
ENSMUSG00000038539.15	2218.85136507341	-0.905472577237815	0.117897272395205	-7.68018257625645	1.58862013130893e-14	2.26878489863972e-13
ENSMUSG00000037239.8	941.994557245911	0.791461764283268	0.103085556115152	7.67771736516763	1.61948305982621e-14	2.31114977005547e-13
ENSMUSG00000030189.15	3164.75692057107	0.803739069557064	0.104706969409752	7.67607995998599	1.64030761163561e-14	2.33913688996558e-13
ENSMUSG00000033214.10	185.185635740834	-1.33576430336531	0.174173317808429	-7.66916724199109	1.73116595336299e-14	2.46687949599693e-13
ENSMUSG00000055044.12	655.65810996017	1.04084731022448	0.135740591577101	7.66791494078079	1.74814746698706e-14	2.48923804752663e-13
ENSMUSG00000027082.15	504.862475765916	-1.27235525433458	0.165937733520685	-7.66766682501405	1.75153137664733e-14	2.49221586286055e-13
ENSMUSG00000047881.14	738.872463432681	1.03440722921553	0.134931907377361	7.66614249602677	1.77246269057121e-14	2.52013869278857e-13
ENSMUSG00000052056.14	456.567172223368	0.962232368229233	0.125534729267209	7.66506905177655	1.7873501496552e-14	2.5394333740127e-13
ENSMUSG00000025280.8	666.974099624596	0.919435780438796	0.119966756047608	7.66408804180653	1.80106319313223e-14	2.55703228008759e-13
ENSMUSG00000027186.15	65.4376148399538	7.46393491218523	0.973941604672993	7.66363699463407	1.8074028379211e-14	2.56414471781596e-13
ENSMUSG00000039208.15	249.25955441541	-1.29703093826486	0.169444791544518	-7.65459313586568	1.93925226906436e-14	2.74917527555594e-13
ENSMUSG00000032479.15	9717.64256795362	0.623644603371998	0.0814819379789284	7.65377725224547	1.95160210153143e-14	2.7646501482385e-13
ENSMUSG00000026879.14	10221.0606539986	-0.86777896156805	0.113381948196856	-7.65359014700821	1.95444515571759e-14	2.7666448312948e-13
ENSMUSG00000022982.10	1708.93372755535	0.691748848169113	0.0904174904241197	7.65060880283603	2.00030006844661e-14	2.82947801318053e-13
ENSMUSG00000024747.3	90.4802209467742	-1.95237538532056	0.255208174859025	-7.65012870923526	2.00778248087843e-14	2.83797992898359e-13
ENSMUSG00000045930.3	178.345434634615	-1.33168841590516	0.174099535943731	-7.6490061198989	2.02538602194492e-14	2.86076501854198e-13
ENSMUSG00000031093.14	810.721883918899	1.15415465236119	0.15089854830842	7.64854708875151	2.03262783408531e-14	2.86889199422875e-13
ENSMUSG00000061288.13	1107.33178648421	0.877222177233919	0.114700429518138	7.64794151965402	2.04222045121218e-14	2.88032262614271e-13
ENSMUSG00000022673.5	1015.91757989349	0.836267642741382	0.109383590809016	7.64527509616597	2.08499082766549e-14	2.9384958448385e-13
ENSMUSG00000020706.13	1629.31470372555	0.81382982236291	0.106507257463937	7.64107387366039	2.15417413624602e-14	3.03378212905941e-13
ENSMUSG00000019235.9	49.2007363507697	2.77813204710752	0.363808220792285	7.63625418100073	2.23632616646488e-14	3.14718018171116e-13
ENSMUSG00000009418.16	1731.02164201677	0.726345940643758	0.0951238459573147	7.63579240656117	2.24435706046022e-14	3.15617827320736e-13
ENSMUSG00000025557.10	67.0518313528026	9.19488588501171	1.204658452077	7.63277414370721	2.29755196337171e-14	3.22862987272642e-13
ENSMUSG00000032741.9	1261.81031238639	0.837920886446025	0.109806704889135	7.63087178776578	2.33171488107847e-14	3.27425075798928e-13
ENSMUSG00000032320.7	2077.90028684837	-0.76119265586503	0.0997582198930103	-7.6303752881858	2.34071304102853e-14	3.28449399061354e-13
ENSMUSG00000027242.14	134.24374105634	1.60602635998717	0.210615486130483	7.62539540417356	2.43287506980223e-14	3.41133318878451e-13
ENSMUSG00000027071.14	47.5424582880063	2.79337353429237	0.366341301284914	7.62505762930586	2.43925390064975e-14	3.41779180265459e-13
ENSMUSG00000039126.10	371.333773234168	-0.999669516808894	0.131111668935532	-7.62456557013572	2.44857581728267e-14	3.42836178338489e-13
ENSMUSG00000035024.16	488.544935713937	0.996010287215653	0.130644609914192	7.62381462097698	2.46286991431963e-14	3.44587314572442e-13
ENSMUSG00000051703.14	66.8529665784107	2.38870157154405	0.313383786459161	7.62228830831787	2.49217624264372e-14	3.48434793025169e-13
ENSMUSG00000030468.12	51.8976829710316	-2.580853764704	0.338711697058948	-7.61961806194972	2.54427410523469e-14	3.55460903977715e-13
ENSMUSG00000041992.9	36.1295972151817	3.78852520774237	0.497287312928908	7.61838299358337	2.56873181221247e-14	3.58618025629663e-13
ENSMUSG00000028469.15	1472.8405024457	-0.941707838550523	0.123670054022529	-7.6146796085249	2.64346358057411e-14	3.68784210082988e-13
ENSMUSG00000054580.14	358.234059419918	-1.17764086991915	0.154661808216106	-7.61429653191213	2.65131477546388e-14	3.69612067035023e-13
ENSMUSG00000019880.10	99.2596529470897	-1.87469143378849	0.246277268313371	-7.61211721498823	2.69641842943101e-14	3.75628232076805e-13
ENSMUSG00000039813.14	698.379693286064	0.922677549100216	0.121221393476955	7.61150752878968	2.70917116950088e-14	3.77132275436656e-13
ENSMUSG00000026764.15	235.440827745438	1.30921175467261	0.172117177367344	7.60651420560077	2.81587291609211e-14	3.91702956870534e-13
ENSMUSG00000029405.16	3444.60896427515	0.899939752683586	0.118359003074361	7.60347526852844	2.88282365783408e-14	4.00727037657109e-13
ENSMUSG00000054387.13	2751.54049605508	0.965843061411334	0.127048924114191	7.6021349109831	2.91284828613284e-14	4.0460889738214e-13
ENSMUSG00000037990.18	179.966393451646	-1.40055962651309	0.184269016465448	-7.60062463770575	2.94704770738836e-14	4.09064649376873e-13
ENSMUSG00000027993.16	1396.25439225632	0.917203214468484	0.120812097515349	7.59198154267583	3.15049904743252e-14	4.36990083701431e-13
ENSMUSG00000044674.6	1452.91608894954	-1.02526849198516	0.135084684762972	-7.58982036923104	3.20349277944247e-14	4.44021141535951e-13
ENSMUSG00000024049.15	84.6179656381477	-2.1010826058925	0.277043466281222	-7.58394570388362	3.35201480575372e-14	4.64273315049797e-13
ENSMUSG00000097651.2	36.576454842979	5.05302049595095	0.666591312512195	7.58038756446965	3.44524224449874e-14	4.76843291270177e-13
ENSMUSG00000038618.12	257.508914323589	1.34526942380457	0.177471033118352	7.58021971341898	3.44970256261628e-14	4.77118116264289e-13
ENSMUSG00000027227.7	216.653468396365	-1.25815866454857	0.16603145557179	-7.57783312936481	3.51373921888893e-14	4.85626466954685e-13
ENSMUSG00000012443.4	668.133823688375	1.17611986876892	0.1552294008504	7.57665662771181	3.54573578418067e-14	4.89697606869651e-13
ENSMUSG00000066571.13	605.444047503472	0.88987979568467	0.117666127621621	7.56275245622308	3.94628189522548e-14	5.44626449104847e-13
ENSMUSG00000043029.2	38.9843679324214	5.41229410097076	0.715817678456043	7.56099529791525	3.99996706616936e-14	5.5164066549174e-13
ENSMUSG00000029730.16	889.014423667584	0.825803859787027	0.109240910448112	7.55947434344459	4.04701505732711e-14	5.57730166585181e-13
ENSMUSG00000020777.16	1692.45983174567	-0.691796423940815	0.0915310887731579	-7.55804867191407	4.09160952867374e-14	5.63473083663069e-13
ENSMUSG00000022075.7	390.603565559188	1.06718499294242	0.141309618329779	7.55210441834107	4.28280889303766e-14	5.89382979712821e-13
ENSMUSG00000095567.8	1155.04676083071	0.860658719552971	0.114007158496062	7.54916384994106	4.38061481352642e-14	6.02412650533447e-13
ENSMUSG00000054766.13	2280.35790723709	0.895165920221004	0.118582541964294	7.54888456085337	4.39001762772597e-14	6.03275408856427e-13
ENSMUSG00000033170.14	190.252131502877	1.42469868792987	0.188738269416711	7.54854165153071	4.40158948683128e-14	6.04434795627544e-13
ENSMUSG00000032434.9	669.092216735039	0.955140867780245	0.126711221791842	7.53793432241802	4.77474211515102e-14	6.55210163559513e-13
ENSMUSG00000028403.15	796.40683328519	1.29067013413147	0.171273821807135	7.53571164882889	4.8567874426187e-14	6.65994750310729e-13
ENSMUSG00000004207.14	14982.9543490538	-0.799316958443525	0.106090274166434	-7.53430948052371	4.90925695274911e-14	6.72711258344015e-13
ENSMUSG00000079042.10	94.6144467020541	8.73302892437739	1.1591295734543	7.53412657598946	4.91614225096637e-14	6.73176296865282e-13
ENSMUSG00000021175.15	148.927029282963	1.57225082399521	0.208767083961385	7.53112413203045	5.03053356319411e-14	6.88351221422161e-13
ENSMUSG00000027533.10	393.736419140332	1.09338561225336	0.145248153112736	7.527707504857	5.16389054569828e-14	7.06097941284133e-13
ENSMUSG00000050965.14	1193.50483686619	-0.866495341444726	0.115146994362726	-7.52512339762135	5.26705565881202e-14	7.19694068759006e-13
ENSMUSG00000034453.8	698.45421722759	0.860598272474578	0.114419881199649	7.52140505174038	5.41906752666451e-14	7.39940665113964e-13
ENSMUSG00000062826.7	41.6778903129997	5.8710532788585	0.780627018790398	7.52094551884183	5.43815088871939e-14	7.42020871440268e-13
ENSMUSG00000066363.12	134.429781390901	-1.72888968823619	0.229977701207004	-7.51764053280981	5.5773595084551e-14	7.60477307800668e-13
ENSMUSG00000028148.11	62.6229099760757	9.10192970058905	1.21084128687472	7.51702952257422	5.60347676551097e-14	7.6349845963994e-13
ENSMUSG00000044337.5	846.835787763192	-1.10249375515657	0.146710084145275	-7.51477828930193	5.70074613085462e-14	7.76203286743482e-13
ENSMUSG00000032718.4	97.588553486376	2.13296584083899	0.283916623167984	7.51264866790483	5.79428803659019e-14	7.88383015846569e-13
ENSMUSG00000019775.17	330.01521911707	-1.30684695429492	0.174062801554468	-7.50790486321097	6.0081140884671e-14	8.16900138403707e-13
ENSMUSG00000042680.8	381.80070797163	1.00237441709465	0.133562795301138	7.50489247274771	6.14790451277729e-14	8.3531782245487e-13
ENSMUSG00000019894.14	104.120804522101	1.92105327829465	0.256041228230975	7.50290604199751	6.24182949909058e-14	8.47482202411735e-13
ENSMUSG00000018672.15	865.862433591076	-0.835580794450502	0.111464932081355	-7.49635583898832	6.56165087178282e-14	8.90278879718316e-13
ENSMUSG00000006056.13	58.8078483298932	9.00513068545939	1.20221867126926	7.49042657601723	6.86501224867087e-14	9.30783657906993e-13
ENSMUSG00000032353.9	1167.96053452189	-0.849902222342803	0.113565975236077	-7.48377514106716	7.22174768017042e-14	9.78463072900111e-13
ENSMUSG00000034792.8	37.404649941599	5.35552684356172	0.715717498500002	7.48273844748217	7.27896591801797e-14	9.85522913619287e-13
ENSMUSG00000022382.15	38.0379090776603	5.38499752342215	0.719916308575418	7.48003269168616	7.43041250140345e-14	1.00532177562848e-12
ENSMUSG00000030677.8	377.743019652116	1.05662539888703	0.141277166414924	7.47909535348248	7.48359619605951e-14	1.01180739593287e-12
ENSMUSG00000038587.10	4377.9560425323	0.756260763998903	0.101119213419849	7.47890275667884	7.49457021128023e-14	1.01258103485272e-12
ENSMUSG00000035064.17	1560.05699090666	0.735431592939809	0.0983817172616013	7.47528721199554	7.70354166768384e-14	1.04008601787776e-12
ENSMUSG00000036285.10	308.119960153365	1.07141440144558	0.143449550502964	7.46892825867336	8.0850600825057e-14	1.09083245899727e-12
ENSMUSG00000038013.14	433.714347937132	0.96791060713887	0.129679230029167	7.46388305144294	8.40091722769516e-14	1.13265513391582e-12
ENSMUSG00000031762.7	325.566763611654	-1.3527599743632	0.181336057391556	-7.45996132165934	8.65478827709864e-14	1.1660679104295e-12
ENSMUSG00000041577.5	3155.39910921892	-0.876344588593342	0.117490122508803	-7.45887883917802	8.72618026482152e-14	1.17486561107374e-12
ENSMUSG00000018209.15	750.8581306677	0.955986079688685	0.128204683010236	7.45671731517294	8.87047356472362e-14	1.19345938819171e-12
ENSMUSG00000026200.13	309.959770148364	-1.03657059412403	0.139014493137361	-7.45656492880771	8.88073420747655e-14	1.19400666332042e-12
ENSMUSG00000045467.13	40.0070637395111	3.20638174509494	0.430058495779816	7.45568748567766	8.94004252492261e-14	1.20114299568298e-12
ENSMUSG00000054293.10	153.142743321354	-1.43813722986502	0.192994919018406	-7.4516844131418	9.21559593079029e-14	1.23730285198911e-12
ENSMUSG00000008206.16	246.073852437083	-1.1583334840422	0.155455678965266	-7.45121369481145	9.24854155865191e-14	1.24086208246909e-12
ENSMUSG00000017639.13	71.8018815095384	2.12133415957524	0.284721680450232	7.45055366426878	9.29493221037952e-14	1.24621900567536e-12
ENSMUSG00000028614.14	833.832139803771	0.864471264108622	0.116054643719134	7.4488295892816	9.41719157152659e-14	1.2617335197987e-12
ENSMUSG00000037894.13	731.795714152564	0.90246667685335	0.121321358005182	7.43864634959663	1.01722240365574e-13	1.36194777378352e-12
ENSMUSG00000010175.13	37.6510913207093	3.70324662869699	0.497891445673267	7.43785951913538	1.02329794090891e-13	1.36913145737154e-12
ENSMUSG00000027296.7	40.5840314057924	5.84252381861543	0.785732180100254	7.43577005827859	1.03960541773762e-13	1.38998560707221e-12
ENSMUSG00000000028.15	197.901735654015	1.28925578845133	0.173395818360813	7.43533379662341	1.04304237294324e-13	1.39361448027344e-12
ENSMUSG00000040511.14	1447.08281443597	0.803994020520914	0.108191626643549	7.43120373972905	1.076138037974e-13	1.43683804516197e-12
ENSMUSG00000051329.13	754.733473855724	0.900125767802838	0.121144643482352	7.43017389732104	1.08455000116283e-13	1.44706740639581e-12
ENSMUSG00000026039.9	159.381634891115	1.68476413957567	0.226799288815696	7.42843660742146	1.09888723295036e-13	1.46518297726715e-12
ENSMUSG00000044430.11	55.9917048536452	8.93581867243044	1.20299378781373	7.42798405357524	1.10265247608135e-13	1.46918726598814e-12
ENSMUSG00000022948.16	120.110878487068	1.65184895118753	0.222426777198494	7.42648422097766	1.11522193490049e-13	1.48490876414927e-12
ENSMUSG00000026090.16	34.2609019450792	4.95707568896558	0.667835967807437	7.42259466084178	1.14847849668017e-13	1.52813425921281e-12
ENSMUSG00000022261.6	6638.17354810401	-0.73967250971845	0.0997273490158281	-7.41694747747736	1.19850446422481e-13	1.59359766001753e-12
ENSMUSG00000028640.11	56.3744106496998	8.94865599193194	1.20692687040413	7.41441442010113	1.22163362855136e-13	1.62323200265129e-12
ENSMUSG00000069910.2	191.553344006358	1.47949110958597	0.199627730664828	7.41125045432698	1.25114044258429e-13	1.66129392100723e-12
ENSMUSG00000007946.11	46.6513201043082	6.44783858216253	0.870103890402922	7.41042380488232	1.25896438324949e-13	1.6705322304921e-12
ENSMUSG00000010048.10	290.407621768481	1.31937599856503	0.178076278792357	7.40904969214605	1.2720763852778e-13	1.68676978735599e-12
ENSMUSG00000020527.14	615.437496439783	0.836318391275816	0.112884605845352	7.40861329153722	1.27626859769076e-13	1.69116553700879e-12
ENSMUSG00000024176.10	46.4581301340508	6.4446490151468	0.870132188953128	7.40651719010704	1.29659442741726e-13	1.71691899454704e-12
ENSMUSG00000056999.15	2010.74223798392	0.768744949822627	0.10388157464805	7.40020501640577	1.3597440250016e-13	1.79930437900006e-12
ENSMUSG00000030342.8	3480.93369533946	0.774814115190584	0.104847128876828	7.38994117903615	1.46893781809924e-13	1.94246372654001e-12
ENSMUSG00000030022.14	295.154463220823	1.61354823390985	0.218363806764757	7.38926591277154	1.47641643143697e-13	1.95101499644309e-12
ENSMUSG00000034832.15	961.398479252416	0.799636818749609	0.108236148265309	7.38789056674057	1.49176435567261e-13	1.96994635461424e-12
ENSMUSG00000035473.10	196.800952736052	-1.21444205295416	0.1644005998501	-7.38709015697927	1.50076843634208e-13	1.98048018156573e-12
ENSMUSG00000064215.13	432.070883156591	-1.1265984846849	0.152548184021197	-7.38519761420665	1.52227124166146e-13	2.00748218462606e-12
ENSMUSG00000031333.7	387.960173654553	1.27582056332335	0.17277702489841	7.38420263963629	1.53369712194419e-13	2.02116749904881e-12
ENSMUSG00000027761.4	54.4006088017026	8.89252436176975	1.20458262830381	7.3822452298614	1.55642171243306e-13	2.04971383987086e-12
ENSMUSG00000026622.15	254.192953973908	1.19111629459359	0.161401369688919	7.37984006510799	1.58479791540663e-13	2.08565896307439e-12
ENSMUSG00000026768.10	474.318683905229	-1.16382547166954	0.157871865431775	-7.37196249937575	1.68134318497932e-13	2.21120713549804e-12
ENSMUSG00000076431.4	2115.84645655615	-0.800005462959301	0.108564492431263	-7.36894213792615	1.71987282992753e-13	2.2603372979552e-12
ENSMUSG00000022365.6	1414.77928516254	-0.718660345750131	0.0975649593405652	-7.36596776760331	1.7586631454655e-13	2.30974287769583e-12
ENSMUSG00000028673.10	971.61750923573	-0.776467948397428	0.105428506679549	-7.36487666241452	1.77310725103465e-13	2.32712782845119e-12
ENSMUSG00000027763.13	3584.19128720431	-0.888541303060891	0.120700350015454	-7.36154702904448	1.8179094532689e-13	2.38268485785346e-12
ENSMUSG00000029036.18	772.300836841387	1.01141894612509	0.137390912362192	7.36161459834239	1.81698930710143e-13	2.38268485785346e-12
ENSMUSG00000082082.1	100.520547387081	7.19232209508662	0.977082324290314	7.36101955412061	1.8251082628109e-13	2.39049506161646e-12
ENSMUSG00000019975.12	1572.25255866445	-0.890762537566269	0.121040003566302	-7.35924084039154	1.84959065282904e-13	2.42091702556306e-12
ENSMUSG00000042115.4	768.319280104702	-0.899822556609377	0.122293778121775	-7.35787683093223	1.86858332827233e-13	2.44411713494508e-12
ENSMUSG00000062075.13	399.345713402483	1.18810008698673	0.161580612480753	7.35298665319921	1.93826298181013e-13	2.53353968063046e-12
ENSMUSG00000046711.16	651.741541424816	0.849958975227042	0.115652176011165	7.34926920134204	1.99293450335275e-13	2.60323693933882e-12
ENSMUSG00000031451.6	2244.75946740379	-0.917750345862051	0.124888102371028	-7.34858107728728	2.00321943014646e-13	2.61489983840378e-12
ENSMUSG00000030516.14	3884.24864241401	0.68821072568005	0.093727556091758	7.34267225538562	2.09370793346308e-13	2.73116975352965e-12
ENSMUSG00000024556.4	919.925356542562	0.909360720004561	0.123852681270129	7.34227721740801	2.09989879463535e-13	2.73739342532587e-12
ENSMUSG00000025665.16	134.354092499975	1.92198310758329	0.261827490357708	7.3406467172621	2.12564212587558e-13	2.76907974235684e-12
ENSMUSG00000031273.16	117.607150040489	-1.59031010023089	0.216656238796114	-7.34024604630688	2.13201546749471e-13	2.77550696916259e-12
ENSMUSG00000074063.10	121.665073241923	1.9876330105513	0.270958698220764	7.3355571295662	2.20801027323185e-13	2.87249919486573e-12
ENSMUSG00000004880.11	448.666787562595	0.9242847713134	0.126040985453273	7.33320806711766	2.24707653544569e-13	2.92135101843512e-12
ENSMUSG00000020566.19	45.3404283046188	6.40074278949768	0.872949013328392	7.3323214663968	2.26199704100244e-13	2.93876704518377e-12
ENSMUSG00000021260.8	193.382555194968	-1.24393257906027	0.16966639840887	-7.33163779467152	2.27356889560116e-13	2.9518120072182e-12
ENSMUSG00000000486.13	59.3489745859891	2.25685420096637	0.307924353964232	7.32924879734757	2.31446364536347e-13	3.00288419129257e-12
